Surrealism,,,"Surrealism, {prompt}, expressive, dramatic, organic lines and forms, dreamlike and mysterious, Surrealism","ugly, deformed, noisy, blurry, low contrast, realistic"
Suprematism,,,"Suprematism, {prompt}, abstract, limited color palette, geometric forms, Suprematism","ugly, deformed, noisy, blurry, low contrast, realistic"
Terragen,,,"Terragen, {prompt}, beautiful massive landscape, epic scenery, Terragen","ugly, deformed, noisy, blurry, low contrast"
Tranquil Relaxing Atmosphere,,,"Tranquil Relaxing Atmosphere, {prompt}, calming style, soothing colors, peaceful, idealic, Tranquil Relaxing Atmosphere","ugly, deformed, noisy, blurry, low contrast, oversaturated"
Sticker Designs,,,"Vector Art Stickers, {prompt}, professional vector design, sticker designs, Sticker Sheet","ugly, deformed, noisy, blurry, low contrast"
Vibrant Rim Light,,,"Vibrant Rim Light, {prompt}, bright rim light, high contrast, bold edge light","ugly, deformed, noisy, blurry, low contrast"
Volumetric Lighting,,,"Volumetric Lighting, {prompt}, light depth, dramatic atmospheric lighting, Volumetric Lighting","ugly, deformed, noisy, blurry, low contrast"
Watercolor 2,,,"Watercolor style painting, {prompt}, visible paper texture, colorwash, watercolor","ugly, deformed, noisy, blurry, low contrast, photo, realistic"
Whimsical and Playful,,,"Whimsical and Playful, {prompt}, imaginative, fantastical, bight colors, stylized, happy, Whimsical and Playful","ugly, deformed, noisy, blurry, low contrast, drab, boring, moody"
lego-style,,,"Lego style {prompt} . blocky, brick-built, colorful, playful, toy-like, studs visible, clean edges, highly detailed","photorealistic, realistic, organic, smooth, blurry, deformed, noisy"
Gouache Painting,,,"Gouache painting style {prompt} . opaque matte colors, sharp edges, rich velvety texture, vibrant gouache painting","ugly, deformed, noisy, blurry, low contrast, transparent, thin"
Fresco Painting,,,"Fresco painting style {prompt} . muted earthy color palette, soft integrated forms, grainy aged texture, classical fresco, painted on wet plaster","ugly, deformed, noisy, blurry, low contrast, modern, glossy"
Fluid Art,,,"Fluid acrylic pour art {prompt} . swirling marbled patterns, cellular patterns, liquid paint, vibrant abstract color-blending, organic flowing edges, fluid art","ugly, deformed, noisy, blurry, low contrast, static, solid"
Chinese Ink Painting,,,"Chinese ink painting (Guóhuà) {prompt} . expressive calligraphic brushstrokes, varying ink densities, negative space, rice paper, traditional Chinese art","ugly, deformed, noisy, blurry, low contrast, colorful, western"
Charcoal Sketch,,,"Charcoal drawing {prompt} . rich tonal gradients, heavy cross-hatching, smudged shadows, gritty texture, light paper background, hyper-realistic charcoal","ugly, deformed, noisy, blurry, low contrast, colorful, clean"
Clean Line Art,,,"Clean line art {prompt} . refined drawing, confident black ink outlines, pure white background, no construction lines, final clean linework","ugly, deformed, noisy, blurry, low contrast, messy, sketchy"
Ink Crosshatching,,,"Ink pen crosshatching {prompt} . black ink, dense crosshatching layers, stippling, shadow volume texture, classical ink drawing","ugly, deformed, noisy, blurry, low contrast, colorful, smooth"
Soft Pastel Drawing,,,"Soft pastel drawing {prompt} . powdery texture, vibrant blendable colors, soft smudged edges, toothed paper background, pastel art","ugly, deformed, noisy, blurry, low contrast, sharp, digital"
Engraving Woodcut,,,"Engraving woodcut style {prompt} . fine black parallel lines, cross-hatching, form and shadow, traditional print, currency illustration style","ugly, deformed, noisy, blurry, low contrast, colorful, photographic"
Two-Tone Digital Sketch,,,"Two-tone digital sketch {prompt} . loose energetic blue lines, scribbled hatching, vibrant pink accent color, digital sketch style","ugly, deformed, noisy, blurry, low contrast, realistic, photographic"
Digital Speed Painting,,,"Digital speed painting {prompt} . loose energetic brushstrokes, large confident strokes, overall light and form focus, unfinished expressive quality","ugly, deformed, noisy, blurry, low contrast, detailed, refined"
Digital Impressionism,,,"Digital impressionist painting {prompt} . visible textured expressive digital brushstrokes, captures light and movement, feeling over precision","ugly, deformed, noisy, blurry, low contrast, photorealistic, smooth"
Dark Magical Fantasy,,,"Dark magical fantasy art {prompt} . rich detailed textures, moody desaturated colors, bright glowing magical highlights, neon pinks and purples emerging from shadows","ugly, deformed, noisy, blurry, low contrast, bright, cheerful"
Gothic Cartoon,,,"Gothic Burtonesque cartoon {prompt} . exaggerated spindly proportions, large expressive sunken eyes, twisted whimsical aesthetic, dark desaturated melancholic palette","ugly, deformed, noisy, blurry, low contrast, bright, cheerful, realistic"
Ethereal Pastel,,,"Ethereal pastel illustration {prompt} . soft luminous airy pastel colors, light purples pinks cool blues, clean smooth gradients, soft abstract floating shapes","ugly, deformed, noisy, blurry, low contrast, dark, harsh, realistic"
Energetic Liquid Abstract,,,"Energetic liquid abstract {prompt} . dissolving emerging from dynamic flowing liquid paint strokes, vibrant high-contrast modern colors, electric blue magenta deep purple","ugly, deformed, noisy, blurry, low contrast, static, dull"
Modern Fantasy Art Nouveau,,,"Modern Fantasy Art Nouveau {prompt} . elegant flowing curvilinear lines, sophisticated muted colors, graceful decorative quality, art nouveau style","ugly, deformed, noisy, blurry, low contrast, geometric, harsh"
Dynamic Abstract Brushwork,,,"Dynamic abstract brushwork {prompt} . explosive energetic brushstrokes, paint splatters, chaotic controlled composition, high-contrast limited palette","ugly, deformed, noisy, blurry, low contrast, calm, peaceful, realistic"
Cute Nursery Art,,,"Cute nursery art painting {prompt} . large glossy oversized eyes, soft rosy cheeks, gentle digital painting texture, simple abstract textured wash background","ugly, deformed, noisy, blurry, low contrast, scary, dark, realistic"
Epic Duality Concept,,,"Epic duality concept art {prompt} . dramatic split-screen, one side bright peaceful idyllic lush vibrant, other side dark chaotic menacing fiery desaturated","ugly, deformed, noisy, blurry, low contrast, uniform, balanced"
Fantasy Tarot Card,,,"Fantasy tarot card {prompt} . rich symbolic digital painting, intricate ornamental border, clean mystical aesthetic, tarot card style","ugly, deformed, noisy, blurry, low contrast, simple, plain"
Epic Mythological Concept,,,"Epic mythological concept art {prompt} . hyper-realistic intricate textures, gleaming gold armor, divine feathers, ancient linen, dramatic cinematic lighting, god-like powerful atmosphere","ugly, deformed, noisy, blurry, low contrast, simple, mundane"
Clean Digital 3D Look,,,"Clean 2D digital painting {prompt} . exceptionally smooth airbrush gradients, soft dimensional shadows, polished 3D-like finish, bright vibrant sunny palette","ugly, deformed, noisy, blurry, low contrast, rough, dark"
3D Hard-Surface,,,"3D hard-surface render {prompt} . clean technical geometry, sharp defined edges, realistic non-organic materials, polished metal plastic carbon fiber, crisp shadows strong specular highlights","ugly, deformed, noisy, blurry, low contrast, organic, soft"
3D Pixar Animation,,,"3D Pixar-style animation {prompt} . appealing stylized proportions, realistic simplified material textures, warm cinematic lighting, subtle depth of field, animated film style","ugly, deformed, noisy, blurry, low contrast, realistic, dark"
Cute 3D Cartoon,,,"Cute kawaii 3D cartoon {prompt} . soft highly rounded forms, simple glossy materials, bright pastel palette, gentle even lighting, adorable toy-like quality","ugly, deformed, noisy, blurry, low contrast, realistic, dark, angular"
Cute 3D Fantasy Character,,,"Cute cinematic 3D fantasy character {prompt} . large oversized glossy eyes, detailed high-quality textures, soft hair intricate armor, soft cinematic lighting","ugly, deformed, noisy, blurry, low contrast, simple, flat"
Digital Sculpture ZBrush,,,"Digital sculpture ZBrush-style {prompt} . high-poly model, monochrome grey, extremely high intricate detail, every pore wrinkle micro-texture, digital clay sculpture","ugly, deformed, noisy, blurry, low contrast, colorful, low-poly"
Wireframe 3D,,,"Wireframe 3D render {prompt} . technical 3D wireframe, transparent volume, geometric edges and vertices, thin glowing lines, dark background, underlying structure","ugly, deformed, noisy, blurry, low contrast, solid, filled"
Hyper-Detailed 3D Character,,,"Hyper-detailed 3D character render {prompt} . ultra-realistic intricate materials, weathered metal worn leather, cinematic lighting, sharp focus, photorealistic shallow depth-of-field","ugly, deformed, noisy, blurry, low contrast, simple, cartoon"
Architectural Visualization,,,"Architectural visualization render {prompt} . high-fidelity, realistic material properties, glass concrete wood, accurate global illumination, clean minimalist presentation","ugly, deformed, noisy, blurry, low contrast, stylized, cartoon"
Cartoonish Stylized 3D,,,"Cartoonish stylized 3D render {prompt} . exaggerated features, vibrant appealing colors, soft sculpted forms, modern animated movie style","ugly, deformed, noisy, blurry, low contrast, realistic, photorealistic"
Topiary Sculpture,,,"Topiary sculpture {prompt} . formal topiary, shrub trimmed and sculpted, dense green leafy texture, garden sculpture","ugly, deformed, noisy, blurry, low contrast, artificial, plastic"
Sand Sculpture,,,"Sand sculpture {prompt} . massive detailed sand sculpture, grainy packed-sand texture, soft wind-eroded edges, layered sand carving","ugly, deformed, noisy, blurry, low contrast, solid, smooth"
Cinematic 3D Furry,,,"Cinematic 3D furry character {prompt} . hyper-detailed soft fluffy fur, large expressive glossy Pixar-style eyes, warm professional studio lighting, high-end animated character","ugly, deformed, noisy, blurry, low contrast, smooth, realistic"
Hyper-Realistic Photo,,,"Hyper-realistic photograph {prompt} . high-resolution professional photograph, shallow depth of field bokeh, sharp focus, professional DSLR camera, real-world subject","ugly, deformed, noisy, blurry, low contrast, illustrated, painted, 3D"
Steampunk Anime,,,"Steampunk anime style {prompt} . clean modern anime line art, soft digital coloring, intricate steampunk details, brass goggles leather straps clockwork elements","ugly, deformed, noisy, blurry, low contrast, realistic, photographic"
Vintage Storybook,,,"Vintage storybook illustration {prompt} . classic children's storybook, soft muted colors, whimsical details, gentle hand-drawn texture, lithograph print style","ugly, deformed, noisy, blurry, low contrast, modern, harsh"
Flat Design Vector,,,"Flat design vector art {prompt} . minimalist, clean crisp edges, solid color blocks, no gradients or shadows, simplified geometric aesthetic","ugly, deformed, noisy, blurry, low contrast, realistic, 3D, textured"
Corporate Memphis,,,"Corporate Memphis vector art {prompt} . flat simple shapes, stylized simplified forms, modern colors, contemporary vector illustration style","ugly, deformed, noisy, blurry, low contrast, realistic, detailed, complex"
Realistic Sketchbook Mockup,,,"Realistic sketchbook mockup photograph {prompt} . open sketchbook on table, drawing on page, realistic hand holding pencil, believable mockup scene","ugly, deformed, noisy, blurry, low contrast, illustrated, fake"
Realistic Watercolor Mockup,,,"Realistic watercolor mockup photograph {prompt} . watercolor canvas or paper on easel or table, realistic hand holding paintbrush, believable artist scene","ugly, deformed, noisy, blurry, low contrast, illustrated, digital"
Vintage Hawaiian Graphic,,,"Vintage Hawaiian graphic {prompt} . bold clean flowing lines, solid shapes, limited retro color palette, flat elegant graphic logo-style, Tiki graphic design","ugly, deformed, noisy, blurry, low contrast, realistic, photographic, complex"
Modern Ukiyo-e Print,,,"Modern Ukiyo-e print {prompt} . bold graphic shapes, highly limited color palette, red black off-white, heavy distressed screen-print texture, Japanese woodblock style","ugly, deformed, noisy, blurry, low contrast, realistic, smooth"
80s Pop Graffiti,,,"1980s pop-graffiti art {prompt} . thick bold black outlines, limited high-contrast color palette, halftone dot textures, energetic radiating action lines","ugly, deformed, noisy, blurry, low contrast, realistic, photographic, soft"
Graphic T-Shirt,,,"Graphic t-shirt design {prompt} . bold clean outlines, high-contrast shading, limited punchy color palette, screen printing suitable, t-shirt illustration","ugly, deformed, noisy, blurry, low contrast, realistic, photographic, detailed"
Clean Logo Vector,,,"Clean logo design vector {prompt} . minimal iconic scalable vector mark, very limited clean color palette, bold geometric shapes, professional logo design","ugly, deformed, noisy, blurry, low contrast, complex, detailed, realistic"
Cutaway Diagram,,,"Cutaway diagram {prompt} . technical cutaway, outer shell removed revealing intricate labeled inner workings, clean lines, functional color-coding, technical illustration","ugly, deformed, noisy, blurry, low contrast, artistic, abstract"
Technical Blueprint,,,"Technical blueprint {prompt} . clean monochrome line drawing, grid background, white or light blue lines on dark blue field, technical schematic","ugly, deformed, noisy, blurry, low contrast, colorful, artistic"
Exploded View Diagram,,,"Exploded view diagram {prompt} . technical exploded view, individual components separated by dotted lines, assembly visualization, clean lines simple shading","ugly, deformed, noisy, blurry, low contrast, assembled, artistic"
Fantasy Map,,,"Fantasy map {prompt} . hand-drawn fantasy map, fine ink cross-hatching, calligraphic labels, aged parchment texture, muted or sepia-toned palette","ugly, deformed, noisy, blurry, low contrast, modern, photographic"
Modern Infographic,,,"Modern infographic {prompt} . clean modern infographic, flat design, clean corporate color palette, simplified icons, clear legible labels and data points","ugly, deformed, noisy, blurry, low contrast, cluttered, artistic"
Patent Drawing,,,"Patent drawing {prompt} . 19th-century patent drawing style, precise technical ink drawing, aged paper background, thin uniform lines, cross-hatching for shadow, numbered labels","ugly, deformed, noisy, blurry, low contrast, colorful, modern"
Cyberpunk Neon,,,"Cyberpunk neon noir {prompt} . dark moody shadows, sharp digital details, intense glowing neon highlights, electric blue purple and pink, cyberpunk aesthetic","ugly, deformed, noisy, blurry, low contrast, bright, natural, pastoral"
Atompunk,,,"Atompunk 1950s style {prompt} . mid-century modern retro-futuristic, Googie architecture, chrome fins, atomic motifs, bright optimistic pastel palette, atompunk","ugly, deformed, noisy, blurry, low contrast, dark, modern, realistic"
Dark Fairy Tale,,,"Dark fairy tale {prompt} . twisted unsettling gothic atmosphere, gnarled thorny motifs, deep shadows, muted foreboding color palette, dark fantasy storybook","ugly, deformed, noisy, blurry, low contrast, bright, cheerful, happy"
Risograph Print,,,"Risograph print {prompt} . limited grainy texture, bright overlapping slightly misaligned color layers, distinct halftone dot pattern, risograph printing style","ugly, deformed, noisy, blurry, low contrast, smooth, photographic, high-resolution"
Solarpunk,,,"Solarpunk {prompt} . bright optimistic lighting, lush integration of organic plant life and futuristic sustainable technology, clean vibrant color palette, hopeful future","ugly, deformed, noisy, blurry, low contrast, dark, dystopian, polluted"
Byzantine Icon,,,"Byzantine religious icon {prompt} . stylized elongated reverent features, solid flat gold-leaf background, circular halo, rich symbolic color palette, no realistic shadows, Byzantine art","ugly, deformed, noisy, blurry, low contrast, realistic, modern, 3D"
Baroque Noir,,,"Baroque noir gothic opulence {prompt} . highly limited dramatic palette, rich crimson red, gleaming metallic gold, deep velvety blacks, intricate ornamental gold filigree","ugly, deformed, noisy, blurry, low contrast, bright, simple, minimal"
Baroque Still Life,,,"Baroque Dutch still life {prompt} . dramatic high-contrast lighting chiaroscuro, deep opulent colors, hyper-realistic lush detail, dark moody background, Dutch Golden Age painting","ugly, deformed, noisy, blurry, low contrast, bright, simple, modern"
Dark Gothic Illustration,,,"Dark gothic engraving {prompt} . intricate fine-line hatching and stippling, dark high-contrast mostly monochrome, single glowing accent color red or gold, gothic illustration","ugly, deformed, noisy, blurry, low contrast, colorful, bright, cheerful"
anime-studio-ghibli,,,"Studio Ghibli anime style {prompt} . hand-drawn animation, watercolor backgrounds, soft color palette, whimsical characters, detailed natural environments, nostalgic atmosphere, Hayao Miyazaki style, Japanese animation masterpiece","ugly, deformed, noisy, blurry, low contrast, 3D render, CGI, realistic, photographic, western animation"
anime-chibi,,,"Chibi style {prompt} . super deformed characters, oversized head, large expressive eyes, tiny body, cute proportions, simplified features, kawaii, adorable, Japanese chibi art","ugly, deformed, noisy, blurry, low contrast, realistic, proportional, detailed anatomy, western style"
superhero-superman,,,"Superman comic book style {prompt} . heroic pose, bold primary colors, red and blue costume, cape flowing, iconic S-shield, dynamic action, comic book art, DC Comics aesthetic, bright lighting, powerful atmosphere","ugly, deformed, noisy, blurry, low contrast, dark, villainous, weak, realistic photograph"
superhero-batman,,,"Batman dark knight style {prompt} . noir atmosphere, dark shadows, black and grey tones, gothic architecture, dramatic cape, Gotham City aesthetic, gritty detective mood, DC Comics style, mysterious brooding","ugly, deformed, noisy, blurry, low contrast, bright, cheerful, colorful, lighthearted"
superhero-iron-man,,,"Iron Man tech armor style {prompt} . sleek metallic red and gold armor, arc reactor glow, high-tech interface, futuristic mechanical details, Marvel Comics aesthetic, dynamic flying pose, cinematic heroic","ugly, deformed, noisy, blurry, low contrast, organic, natural, low-tech, primitive"
superhero-spider-man,,,"Spider-Man comic style {prompt} . red and blue costume, web-slinging action, dynamic acrobatic pose, New York City backdrop, Marvel Comics art, energetic youthful vibe, web patterns, spider symbol","ugly, deformed, noisy, blurry, low contrast, static, slow, dark"
superhero-wonder-woman,,,"Wonder Woman amazonian warrior style {prompt} . powerful heroic pose, red blue and gold costume, lasso of truth, Greek mythology elements, DC Comics art, strong feminine warrior, patriotic colors, bold confident","ugly, deformed, noisy, blurry, low contrast, weak, timid, masculine, dark"
superhero-captain-america,,,"Captain America patriotic hero style {prompt} . red white and blue costume, iconic shield, star symbol, patriotic heroic pose, Marvel Comics aesthetic, 1940s inspired, bold American symbolism, righteous warrior","ugly, deformed, noisy, blurry, low contrast, unpatriotic, villainous, dark"
superhero-hulk,,,"Hulk comic book style {prompt} . massive muscular green figure, torn purple pants, raw power and rage, dynamic destructive action, Marvel Comics art, explosive energy, gamma radiation aesthetic, unstoppable force","ugly, deformed, noisy, blurry, low contrast, weak, small, calm, peaceful"
superhero-thor,,,"Thor god of thunder style {prompt} . Norse mythology aesthetic, red cape and winged helmet, Mjolnir hammer, lightning effects, Asgardian armor, Marvel Comics art, mythological powerful, epic divine warrior","ugly, deformed, noisy, blurry, low contrast, modern, technological, weak, mortal"
superhero-black-panther,,,"Black Panther Wakanda style {prompt} . sleek black vibranium suit, purple energy accents, African futuristic aesthetic, tribal patterns, Marvel Comics art, regal powerful warrior king, advanced technology","ugly, deformed, noisy, blurry, low contrast, primitive, outdated, weak"
superhero-flash,,,"Flash speedster style {prompt} . red costume with lightning bolt, speed force energy trails, motion blur effects, dynamic running pose, DC Comics aesthetic, electric yellow accents, fastest man alive","ugly, deformed, noisy, blurry, low contrast, slow, static, sluggish, stationary"
superhero-wolverine,,,"Wolverine X-Men style {prompt} . yellow and blue costume, adamantium claws extended, rugged Canadian mutant, feral aggressive pose, healing factor power, X-Men aesthetic, Marvel Comics art, fierce warrior","ugly, deformed, noisy, blurry, low contrast, peaceful, calm, weak, gentle"
superhero-deadpool,,,"Deadpool mercenary style {prompt} . red and black costume, dual katanas and guns, fourth-wall breaking, comedic irreverent action pose, Marvel Comics art, merc with a mouth aesthetic, chaotic energy","ugly, deformed, noisy, blurry, low contrast, serious, formal, static, boring"
superhero-doctor-strange,,,"Doctor Strange sorcerer supreme style {prompt} . mystical levitating cloak of levitation, magical glowing mandalas and runes, Eye of Agamotto amulet, mystic arts aesthetic, Marvel Comics art, reality-bending magic","ugly, deformed, noisy, blurry, low contrast, mundane, scientific, technological, non-magical"
superhero-scarlet-witch,,,"Scarlet Witch chaos magic style {prompt} . red glowing energy swirls and hex powers, crimson costume and headpiece, reality-warping effects, Marvel Comics art, powerful sorceress, mystical aura","ugly, deformed, noisy, blurry, low contrast, powerless, mundane, weak, non-magical"
superhero-venom,,,"Venom symbiote style {prompt} . black alien symbiote texture, white spider symbol, sharp teeth and long tongue, muscular dark antihero, Marvel Comics art, menacing powerful presence, organic alien aesthetic","ugly, deformed, noisy, blurry, low contrast, bright, colorful, friendly, heroic"
superhero-silver-surfer,,,"Silver Surfer cosmic herald style {prompt} . chrome metallic silver figure, cosmic surfboard, cosmic power cosmic effects, space starfield background, Marvel Comics art, herald of Galactus aesthetic, otherworldly power","ugly, deformed, noisy, blurry, low contrast, earthly, mundane, colorful, grounded"
superhero-star-lord,,,"Star-Lord Guardians of the Galaxy style {prompt} . space outlaw red leather jacket, element guns, retro 80s walkman vibes, cosmic adventure, Marvel Comics art, Milano spaceship background, intergalactic rogue","ugly, deformed, noisy, blurry, low contrast, earthbound, modern, serious, formal"
superhero-punisher,,,"Punisher vigilante style {prompt} . iconic white skull logo on black, tactical military gear and weapons, dark gritty street-level vigilante, noir atmosphere, Marvel Comics art, brutal justice, urban warfare","ugly, deformed, noisy, blurry, low contrast, bright, colorful, optimistic, peaceful"
superhero-green-lantern,,,"Green Lantern corps style {prompt} . emerald green energy constructs, glowing power ring, cosmic space cop aesthetic, willpower manifestations, DC Comics art, intergalactic guardian, green uniform with lantern symbol","ugly, deformed, noisy, blurry, low contrast, powerless, dark, weak, mundane"
superhero-aquaman,,,"Aquaman king of Atlantis style {prompt} . orange and green scaled armor, golden trident weapon, underwater Atlantean aesthetic, oceanic majesty and sea creatures, DC Comics art, ruler of the seven seas, aquatic power","ugly, deformed, noisy, blurry, low contrast, landlocked, desert, dry, powerless"
superhero-cyborg,,,"Cyborg Teen Titans style {prompt} . half-human half-machine, blue glowing tech implants, robotic cybernetic enhancements, sonic cannon arm, DC Comics art, technological warrior,borg aesthetic","ugly, deformed, noisy, blurry, low contrast, fully organic, natural, primitive, low-tech"
superhero-green-arrow,,,"Green Arrow emerald archer style {prompt} . green hood and mask with goatee, bow and trick arrows, street-level vigilante, urban rooftop setting, DC Comics art, modern Robin Hood aesthetic, sharp aim","ugly, deformed, noisy, blurry, low contrast, unarmed, powerless, weak, clumsy"
superhero-nightwing,,,"Nightwing acrobat vigilante style {prompt} . blue and black sleek costume, dual escrima sticks, acrobatic dynamic flips and poses, Gotham protégé aesthetic, DC Comics art, agile skilled fighter, former Robin","ugly, deformed, noisy, blurry, low contrast, clumsy, static, slow, stiff"
superhero-spawn,,,"Spawn hellspawn style {prompt} . flowing dark necroplasmic cape with chains, demonic red glowing eyes, skull mask face, hell-spawned creature aesthetic, Image Comics art, supernatural dark antihero, green glowing energy","ugly, deformed, noisy, blurry, low contrast, bright, angelic, pure, holy"
superhero-ghost-rider,,,"Ghost Rider spirit of vengeance style {prompt} . flaming skull head with fire, hellfire chains weapon, demonic motorcycle, supernatural vengeance aesthetic, Marvel Comics art, dark horror style, blazing inferno","ugly, deformed, noisy, blurry, low contrast, normal, peaceful, holy, calm"
director-wes-anderson,,,"Wes Anderson film style {prompt} . symmetrical centered composition, pastel color palette, whimsical quirky characters, meticulous production design, nostalgic vintage aesthetic, deadpan humor, carefully arranged scenes","ugly, deformed, noisy, blurry, low contrast, asymmetrical, chaotic, dark, gritty"
director-tim-burton,,,"Tim Burton gothic style {prompt} . dark whimsical fantasy, striped patterns, pale skin dark eyes, twisted spindly forms, gothic Victorian aesthetic, stop-motion animation feel, Danny Elfman musical atmosphere","ugly, deformed, noisy, blurry, low contrast, bright, cheerful, realistic, normal"
director-tarantino,,,"Quentin Tarantino film style {prompt} . bold saturated colors, vintage 70s aesthetic, stylized violence, retro title cards, trunk shot perspective, eclectic soundtrack vibe, nonlinear storytelling","ugly, deformed, noisy, blurry, low contrast, soft, pastel, modern, clean"
director-nolan,,,"Christopher Nolan film style {prompt} . IMAX epic scale, dark gritty realism, practical effects, complex narrative structure, desaturated color grading, Hans Zimmer score atmosphere, cerebral thriller aesthetic","ugly, deformed, noisy, blurry, low contrast, bright, whimsical, simple, lighthearted"
director-del-toro,,,"Guillermo del Toro style {prompt} . dark fairy tale aesthetic, ornate gothic creatures, golden amber teal color palette, practical creature effects, fantastical horror, romantic monsters, Mexican folklore elements","ugly, deformed, noisy, blurry, low contrast, bright, simplistic, mundane, ordinary"
artist-van-gogh,,,"Van Gogh post-impressionist style {prompt} . swirling expressive brushstrokes, thick impasto texture, vibrant complementary colors, emotional turbulent atmosphere, starry night aesthetic, bold visible brush marks","ugly, deformed, noisy, blurry, low contrast, smooth, photorealistic, flat, minimal"
artist-picasso,,,"Picasso cubist style {prompt} . fragmented geometric forms, multiple perspectives simultaneously, abstract facial features, monochromatic or limited palette, angular sharp edges, deconstructed subjects","ugly, deformed, noisy, blurry, low contrast, realistic, smooth, traditional, representational"
artist-dali,,,"Salvador Dali surrealist style {prompt} . melting clocks, dreamlike impossible scenes, hyper-realistic detail, bizarre juxtapositions, desert landscapes, long shadows, subconscious symbolism, paranoiac-critical method","ugly, deformed, noisy, blurry, low contrast, realistic, ordinary, logical, mundane"
artist-monet,,,"Claude Monet impressionist style {prompt} . soft dappled light, visible loose brushwork, water lilies and gardens, atmospheric haze, pastel color palette, captures fleeting moments, outdoor plein air painting","ugly, deformed, noisy, blurry, low contrast, sharp, detailed, graphic, dark"
artist-warhol,,,"Andy Warhol pop art style {prompt} . repeated silkscreen images, bold flat colors, celebrity portraits, commercial product imagery, high contrast, mass production aesthetic, 1960s pop culture","ugly, deformed, noisy, blurry, low contrast, unique, hand-crafted, subtle, muted"
artist-banksy,,,"Banksy street art style {prompt} . political satire, stencil graffiti, black and white with red accent, urban decay setting, thought-provoking message, anonymous guerrilla art, ironic social commentary","ugly, deformed, noisy, blurry, low contrast, traditional, gallery, abstract, meaningless"
tvshow-stranger-things,,,"Stranger Things 1980s style {prompt} . nostalgic 80s aesthetic, neon lights, Hawkins Indiana small town, supernatural horror elements, retro synth atmosphere, coming-of-age adventure, VHS quality grain","ugly, deformed, noisy, blurry, low contrast, modern, bright, happy, futuristic"
tvshow-arcane,,,"Arcane League of Legends style {prompt} . painterly 3D animation, neon steampunk Piltover and Zaun aesthetic, stylized hand-painted textures, dramatic lighting, vibrant pink blue green palette, emotional character-driven","ugly, deformed, noisy, blurry, low contrast, realistic, photographic, flat, simple"
tvshow-game-of-thrones,,,"Game of Thrones medieval fantasy style {prompt} . dark gritty realism, medieval armor and castles, epic battle scenes, political intrigue atmosphere, desaturated earthy tones, HBO prestige drama aesthetic","ugly, deformed, noisy, blurry, low contrast, bright, whimsical, modern, cartoonish"
music-lofi,,,"Lo-fi hip hop aesthetic {prompt} . cozy anime illustration, soft pastel colors, nostalgic rainy window, study room atmosphere, vinyl record player, warm lighting, relaxing chill vibes","ugly, deformed, noisy, blurry, low contrast, intense, aggressive, loud, chaotic"
music-synthwave,,,"Synthwave retrowave style {prompt} . neon grid landscape, purple pink sunset, 1980s retro futurism, palm trees silhouette, chrome lettering, outrun aesthetic, nostalgic VHS feel","ugly, deformed, noisy, blurry, low contrast, realistic, modern, desaturated, organic"
music-hiphop,,,"Hip-hop street culture style {prompt} . urban graffiti background, gold chains, bold streetwear fashion, boombox and turntables, 90s boom bap aesthetic, vibrant street photography, underground culture","ugly, deformed, noisy, blurry, low contrast, rural, formal, corporate, clean"
music-edm,,,"EDM rave aesthetic {prompt} . neon laser lights, geometric patterns, festival crowd energy, glow sticks, electronic futuristic vibe, vibrant fluorescent colors, bass drop visual intensity","ugly, deformed, noisy, blurry, low contrast, quiet, calm, natural, organic"
era-victorian,,,"Victorian era 1800s style {prompt} . ornate vintage clothing, corsets and top hats, sepia toned, oil lamp lighting, elaborate furniture, industrial revolution backdrop, daguerreotype photography aesthetic","ugly, deformed, noisy, blurry, low contrast, modern, bright, casual, minimalist"
era-1920s,,,"1920s Art Deco flapper style {prompt} . jazz age glamour, geometric patterns, gold and black palette, flapper dresses and bobbed hair, prohibition speakeasy atmosphere, Great Gatsby aesthetic","ugly, deformed, noisy, blurry, low contrast, modern, casual, plain, simple"
era-1950s,,,"1950s retro Americana style {prompt} . pastel colors, chrome diners, poodle skirts and leather jackets, vintage cars, rockabilly aesthetic, atomic age optimism, pin-up style","ugly, deformed, noisy, blurry, low contrast, modern, dark, dystopian, gritty"
era-1980s,,,"1980s retro style {prompt} . neon colors, geometric patterns, bold fashion, big hair and shoulder pads, arcade games, cassette tapes, Memphis design, VHS camcorder aesthetic","ugly, deformed, noisy, blurry, low contrast, modern, minimalist, monochrome, subtle"
era-y2k,,,"Y2K 2000s aesthetic {prompt} . chrome metallic surfaces, bubblegum pop colors, low-rise jeans, flip phones, digital camera quality, frosted tips, early internet culture, futuristic optimism","ugly, deformed, noisy, blurry, low contrast, vintage, muted, analog, rustic"
cultural-ukiyo-e,,,"Japanese Ukiyo-e woodblock style {prompt} . flat areas of color, bold outlines, traditional Japanese subjects, Mount Fuji and cherry blossoms, Edo period aesthetic, Hokusai wave style","ugly, deformed, noisy, blurry, low contrast, 3D, western, realistic, photographic"
cultural-african,,,"African tribal art style {prompt} . bold geometric patterns, ceremonial masks, vibrant earth tones, traditional textiles, symbolic iconography, Kente cloth patterns, tribal sculpture aesthetic","ugly, deformed, noisy, blurry, low contrast, western, modern, photographic, realistic"
